,Job,Company,Location,Salary,Date,Education,Experience,Type,Scope,Detail,Url
30,Python爬虫工程师,上海别样秀数据科技有限公司,上海-浦东新区,1-2万/月,4月26日,本科,1年,外资（欧美）,50-150人,"职位诱惑：跨境，电商，外企，美式管理，氛围佳，发展稳定职位描述：1、负责大规模网络爬虫系统的开发及维护2、负责大规模下单机器人框架的开发和维护3、负责复杂 Web 交互下单自动化系统的开发及维护4、负责对接各种商家合作伙伴 API（Shopify, ChannelAdvisor, Magento）5、负责对接公司内部微服务 API职位要求：1、计算机技术和编程语言基础扎实2、熟练掌握 Python，熟悉 Scrapy 和 Selenium Webdriver 框架3、熟悉 Linux 操作系统和 Shell 脚本4、较强的学习能力，能自学新技术，新业务5、熟悉 Java 编程者加分6、工作地点：上海浦东张江我们能提供给您:1、 优厚的薪水待遇2、 诱人的机会和美国硅谷和纽约的高科技团队一起工作，和世界一流的创业公司共同成长；3、 有机会来美国硅谷出差工作，亲身接触美国生活的点点滴滴；4、 定期团队建设活动，享有每月购物津贴。",https://jobs.51job.com/shanghai-pdxq/130706323.html?s=02
31,爬虫工程师,北京公瑾科技有限公司广州分公司（慧算账）,广州-天河区,1.5-3万/月,4月26日,本科,5-7年,民营公司,1000-5000人,岗位职责：1、负责现有数据采集系统的维护和性能优化；2、优化爬虫策略，提高获取数据的质量；3、研究防屏蔽原理，提升系统的稳定性；4、理解业务需求，满足业务功能开发。岗位要求：1、正规院校本科及以上学历，软件、计算机、通信、信息安全、网络工程、财税等相关专业，2年及以上Python开发经验；2、熟悉爬虫及反爬原理，熟悉至少一项爬虫框架或工具（如Scrapy、Pyspider、nutch）；3、熟练掌握Python、Java、HTML5、JavaScript等开发语言；4、熟悉HTTP协议，熟悉正则表达式、XPath、CSS选择器等，了解常用验证码识别技术；5、熟悉Redis、Mysql，掌握MQ；6、擅长Web安全，了解常见的Web安全漏洞及原理；7、能独立开发，具有良好的分析问题和解决问题的能力，在关注的领域有深入的研究，并不断创新，对新技术有强烈的求知欲望，乐于钻研，善于分享。,https://jobs.51job.com/guangzhou-thq/122201884.html?s=02
32,爬虫开发工程师,换换集团,深圳-南山区,0.8-1.3万/月,4月26日,大专,2年,民营公司,150-500人,岗位职责：1、使用AJAX URL和Firebug扩展来爬取数据，以及有关爬取技术的更多真相，比如使用浏览器渲染、管理cookie、通过提交表单从受验证码保护的复杂网站中抽取数据等。2、利用python数据分析准备工作3、利用numpy解决随机漫步案例4、利用pandas完成数据汇总和描述5、数据加载、存储与文件格式6、数据规整化、数据聚合与分组运算,https://jobs.51job.com/shenzhen-nsq/101353488.html?s=02
33,爬虫开发工程师,郑州思博科信息技术有限公司,郑州,0.6-1万/月,4月26日,大专,3-4年,民营公司,少于50人,"1.全日制本科及以上学历，计算机相关专业，3年及以上爬虫经验2.精通使用爬虫相关技术，如：python,scrapy,selenium,xpath,正则表达式3.熟练掌握Python，熟悉scrapy,scrapy-redis,scrapyd,Pyspider等常用的爬虫框架以及原理，有开发爬虫框架经验；4.精通爬虫和反爬技术（如封禁ip，模拟登陆，封禁账号等），精通http底层协议；5.精通深度抓取、动态网页技术抓取、浏览器模拟抓取、APP抓取等技术；6.对主流爬虫架构有深入研究，具有成熟爬虫工具的设计及运维经验。7.熟悉目前市场上各种验证码验证措施，及其相关破解方案8.良好的代码能力，扎实的数据结构和算法功底，有快速迭代、逐步优化的工程项目经验；9.良好的代码能力，有很强的学习能力和技术钻研能力，有良好的沟通、理解、执行能力；",https://jobs.51job.com/zhengzhou/123148309.html?s=02
34,爬虫开发工程师,深圳极联信息技术股份有限公司,深圳-南山区,1.5-2万/月,4月26日,大专,3-4年,民营公司,500-1000人,1.参与爬虫系统的设计与开发，改进和提升爬虫效率；2.研究各种反爬策略，快速解决各类技术疑难问题，建设反爬对抗组件库；3.负责网页信息和App数据抽取、清洗、去重等工作；4.实时监控爬虫进度和预警处理；5.与产品部门和上级沟通确保数据的准确性及时性；任职要求：1.计算机相关专业，熟悉Linux平台开发，3年以上Python、Java开发经验；2.扎实的算法与数据结构功底，对新的知识和技术有强烈热情；3.深入理解TCP/IP、HTTP、以及各类WEB登录认证的机制；4.熟悉Mysql、Redis、Mongodb三者至少之一，有过数据库调优和海量数据存储经验优先；5.熟悉常见的反爬策略，有JavaScript反爬、APP反爬、抓包分析、反爬策略探测、逆向等领域经验的优先6.具有较强的分析和解决问题的能力；7.具有良好的沟通、团队协作、计划能力。,https://jobs.51job.com/shenzhen-nsq/130901836.html?s=02
35,爬虫 python（上海）,上海悦高软件股份有限公司,上海-黄浦区,6-8千/月,4月26日,本科,1年,上市公司,150-500人,1、负责设计和开发分布式的网络爬虫应用，包括调度、抓取、入库等内容，进行互联网相关信息的抓取和分析；2、网络爬虫架构设计、功能开发及优化；3、网页信息抽取等核心算法的研究和优化。负责公司运营平台开发工作；4、负责解决项目相关的开发需求以及Bug修正，相关的问题的沟通协调工作。 任职要求：1、统招研究生或本科，计算机或相关专业； 2、两年以上爬虫开发经验；3、熟悉爬虫原理，掌握常见的反爬虫技术，精通Scrapy框架，熟练使用Splash； 4、精通WebDriver，掌握http协议，熟悉html、dom、xpath等常见的数据抽取技术； 5、熟练使用MySQL、MongoDB，SQLServer，熟悉Hadoop、HBase、Elastic Search等技术；6、扎实的算法和数据结构能力，有大规模代理服务器管理经验和模板失效应对的经验优先。,https://jobs.51job.com/shanghai-hpq/123590956.html?s=02
36,高级Python爬虫工程师,上海亿毅贸易有限公司,上海-松江区,1.5-2万/月,4月26日,大专,3-4年,民营公司,,岗位职责：1、负责相关网站、app的爬虫设计和开发，以及策略持续优化；2、分析结构化和非结构化数据，并对数据抓取、信息提取、去重、清洗；3、解决反爬疑难问题，设计及优化大型分布式爬虫系统等;4、负责后端框架搭建和添加；任职要求：1、2年以上Python开发经验，具备常用web框架（如Django，Flask等）；2、熟练使用sql语句，能够编写简单sql和完成简单的取数需求；3、掌握网络爬虫开发原理，熟悉互联网各种类型数据交互模式；4、掌握HTML，JS，熟练掌握JS逆向；能够解决常见的反爬虫技术如文本混淆反爬虫、验证码等；5、熟悉scrapy爬虫框架，对分布式爬虫、海量数据采集有深刻的理解;6、熟悉常用图像处理框架如opencv，PIL；7、有app逆向，反编译及参数加密破解经验优先；8、熟悉pyppeteer，selenium等模拟框架；9、有新媒体网站如微信、头条、微博、百家号等爬取经验优先；10、具备良好的沟通能力和团队协作能力。,https://jobs.51job.com/shanghai-sjq/131264156.html?s=02
37,1.爬虫工程师,中科院软件研究所南京软件技术研究院,南京,1.2-2.5万/月,4月26日,硕士,1年,事业单位,50-150人,岗位职责：1、参与数据采集系统的功能设计和编码开发工作；2、根据具体需求设计并实现数据采集程序；3、面向多种数据源，实现数据采集、数据清洗相关流程的功能；岗位要求：1、本科及以上学历，有专业的计算机素养，熟悉数据结构与算法，具备较强的学习能力；2、熟悉Python/Go/Scala/Java，至少精通其中的一种；3、有实际爬虫开发经验，编程习惯良好，熟练使用git；4、熟悉Kafka、Spark等大数据工具，有实际使用和调优经验者优先；5、熟悉CI/CD相关技术，熟悉GitLabCI者优先；6、熟悉Docker相关技术，了解云原生，有Kubernetes、Prometheus等使用经验值优先；工作积极主动，有持续的热情和责任心，对设计品质有执着追求，善于团队合作；,https://jobs.51job.com/nanjing/130840131.html?s=02
38,Node.js 开发工程师,深圳格隆汇信息科技有限公司,深圳-南山区,0.8-2万/月,4月26日,本科,3-4年,创业公司,150-500人,岗位职责：1.参与整体架构的设计和讨论。2.负责公司数据源抓取需求。3.提升爬虫抓取效率和质量。4.负责公司平台相关的，客户端/Api服务开发。？？任职要求：1.有一定项目经验；2.Javascript/typescript基础扎实；3.精通HTTP协议和REST服务；4.熟悉异步I/O编程，了解es6/es7新特性；5.熟悉Mysql/MongoDB/Redis；6.熟悉NodeJS框架，Express/KOA/nestjs；7.熟练运用git；8.对各类抓包工具熟练使用；9.有前、后端开发经验者优先。,https://jobs.51job.com/shenzhen-nsq/129150499.html?s=02
39,爬虫工程师,杭州溜达网络科技有限公司,杭州-西湖区,1.5-2万/月,4月26日,本科,3-4年,创业公司,少于50人,"岗位职责： 1、参与分布式爬虫系统的架构设计与开发； 2、实现数据提取、清洗、结构化、入库、统计分析等需求； 3、研究优化算法，提升爬虫系统的稳定性、可扩展性； 4、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量； 5、能独立解决实际开发过程碰到的各类问题。 6、网页爬虫和android或者ios端数据采集7、使用代码做一些自动化的操作，能够使用一些安卓、web、应用程序自动化工具任职要求： 1、深入了解Http协议 ，web登录认证机制和解决各种数据类型的加密解密； 2、有扎实的计算机基础、熟悉常用数据结构，具有实际爬虫开发经验； 3、熟悉使用各种反编译工具:jadx,xposed,frida,ida等4、能独立解决android或者ios爬虫和web端的爬虫解决各类风控5、至少熟练掌握C# / Python / Golang / Java其中一种语言，良好的编码风格及编码能力； 6、熟悉高并发、高性能的分布式系统的设计及应用，熟悉常用数据存储，数据编码转换； 7、能够独立搭建简单的flask,django,tornado等项目辅助爬虫或者别的操作；8、熟练使用centos操作系统，熟练使用docker，能够编写dockerfile9、熟练使用各种抓包工具fiddler,charles,wireshark等，可以抓包各种各样的app10、熟练使用postgresql,redis,mongodb,mysql等数据库，能够独立设计数据库优化查询或插入的效率11、有3年以上编程开发经验，有丰富的爬虫和反爬虫经验者优先。",https://jobs.51job.com/hangzhou-xhq/127798106.html?s=02
